raw_name,canonical_name,entity_type,source,resolution_method
Trata,Trata,STARTUP,Y Combinator,source_verified
Calltree,Calltree,STARTUP,Y Combinator,source_verified
Pickle,Pickle,STARTUP,Y Combinator,source_verified
AfterQuery,AfterQuery,STARTUP,Y Combinator,source_verified
Vetnio,Vetnio,STARTUP,Y Combinator,source_verified
Nitrode,Nitrode,STARTUP,Y Combinator,source_verified
Scout,Scout,STARTUP,Y Combinator,source_verified
Roark,Roark,STARTUP,Y Combinator,source_verified
superglue,superglue,STARTUP,Y Combinator,source_verified
Sennu AI,Sennu AI,STARTUP,Y Combinator,source_verified
Osmosis,Osmosis,STARTUP,Y Combinator,source_verified
Pinch,Pinch,STARTUP,Y Combinator,source_verified
Onlook,Onlook,STARTUP,Y Combinator,source_verified
Ergo,Ergo,STARTUP,Y Combinator,source_verified
Cenote,Cenote,STARTUP,Y Combinator,source_verified
Woz,Woz,STARTUP,Y Combinator,source_verified
a0.dev,a0.dev,STARTUP,Y Combinator,source_verified
Riviera,Riviera,STARTUP,Y Combinator,source_verified
Gale,Gale,STARTUP,Y Combinator,source_verified
Dex,Dex,STARTUP,Y Combinator,source_verified
Spott,Spott,STARTUP,Y Combinator,source_verified
Mecha Health,Mecha Health,STARTUP,Y Combinator,source_verified
Mastra,Mastra,STARTUP,Y Combinator,source_verified
Adam,Adam,STARTUP,Y Combinator,source_verified
Alice.tech,Alice.tech,STARTUP,Y Combinator,source_verified
Mesh,Mesh,STARTUP,Y Combinator,source_verified
Lucidic AI,Lucidic AI,STARTUP,Y Combinator,source_verified
Confident AI,Confident AI,STARTUP,Y Combinator,source_verified
Leaping AI,Leaping AI,STARTUP,Y Combinator,source_verified
Quantstruct,Quantstruct,STARTUP,Y Combinator,source_verified
Outlit,Outlit,STARTUP,Y Combinator,source_verified
Caseflood.ai,Caseflood.ai,STARTUP,Y Combinator,source_verified
Cuckoo Labs,Cuckoo Labs,STARTUP,Y Combinator,source_verified
Toothy AI,Toothy AI,STARTUP,Y Combinator,source_verified
Harper,Harper,STARTUP,Y Combinator,source_verified
Browser Use,Browser Use,STARTUP,Y Combinator,source_verified
Asteroid,Asteroid,STARTUP,Y Combinator,source_verified
CopyCat,CopyCat,STARTUP,Y Combinator,source_verified
Promptless,Promptless,STARTUP,Y Combinator,source_verified
Edexia,Edexia,STARTUP,Y Combinator,source_verified
Variant,Variant,STARTUP,Y Combinator,source_verified
Consus,Consus,STARTUP,Y Combinator,source_verified
Stewdio,Stewdio,STARTUP,Y Combinator,source_verified
Vortexify,Vortexify,STARTUP,Y Combinator,source_verified
ArchiLabs,ArchiLabs,STARTUP,Y Combinator,source_verified
Abundant,Abundant,STARTUP,Y Combinator,source_verified
Pearson Labs,Pearson Labs,STARTUP,Y Combinator,source_verified
Endstack,Endstack,STARTUP,Y Combinator,source_verified
RiskCube,RiskCube,STARTUP,Y Combinator,source_verified
HealthSpark,HealthSpark,STARTUP,Y Combinator,source_verified
Kilvin,Kilvin,STARTUP,Y Combinator,source_verified
Kura AI,Kura AI,STARTUP,Y Combinator,source_verified
Diffusion Studio,Diffusion Studio,STARTUP,Y Combinator,source_verified
Keye,Keye,STARTUP,Y Combinator,source_verified
AutoComputer,AutoComputer,STARTUP,Y Combinator,source_verified
Rankai,Rankai,STARTUP,Y Combinator,source_verified
Melder,Melder,STARTUP,Y Combinator,source_verified
PermitPortal,PermitPortal,STARTUP,Y Combinator,source_verified
Darkgrade,Darkgrade,STARTUP,Y Combinator,source_verified
Laminar,Laminar,STARTUP,Y Combinator,source_verified
Freestyle,Freestyle,STARTUP,Y Combinator,source_verified
Candle,Candle,STARTUP,Y Combinator,source_verified
Riveter,Riveter,STARTUP,Y Combinator,source_verified
Unusual,Unusual,STARTUP,Y Combinator,source_verified
Careforce,Careforce,STARTUP,Y Combinator,source_verified
vly.ai,vly.ai,STARTUP,Y Combinator,source_verified
Symphony,Symphony,STARTUP,Y Combinator,source_verified
HYBRD,HYBRD,STARTUP,Y Combinator,source_verified
Innate,Innate,STARTUP,Y Combinator,source_verified
Capy,Capy,STARTUP,Y Combinator,source_verified
Galini,Galini,STARTUP,Y Combinator,source_verified
Forerunner AI,Forerunner AI,STARTUP,Y Combinator,source_verified
Luthor,Luthor,STARTUP,Y Combinator,source_verified
CTGT,CTGT,STARTUP,Y Combinator,source_verified
Raycaster,Raycaster,STARTUP,Y Combinator,source_verified
ISSEN,ISSEN,STARTUP,Y Combinator,source_verified
Revyl,Revyl,STARTUP,Y Combinator,source_verified
Vespper,Vespper,STARTUP,Y Combinator,source_verified
Moonshine,Moonshine,STARTUP,Y Combinator,source_verified
Relvy AI,Relvy AI,STARTUP,Y Combinator,source_verified
Synth,Synth,STARTUP,Y Combinator,source_verified
Gecko Security,Gecko Security,STARTUP,Y Combinator,source_verified
Metreecs,Metreecs,STARTUP,Y Combinator,source_verified
Freebuff,Freebuff,STARTUP,Y Combinator,source_verified
attimet,attimet,STARTUP,Y Combinator,source_verified
Lingo.dev,Lingo.dev,STARTUP,Y Combinator,source_verified
Openbenchmarks,Openbenchmarks,STARTUP,Y Combinator,source_verified
Matcha,Matcha,STARTUP,Y Combinator,source_verified
HumanLayer,HumanLayer,STARTUP,Y Combinator,source_verified
Streamable,Streamable,STARTUP,Y Combinator,source_verified
Struct,Struct,STARTUP,Y Combinator,source_verified
Archil,Archil,STARTUP,Y Combinator,source_verified
Void,Void,STARTUP,Y Combinator,source_verified
camfer,camfer,STARTUP,Y Combinator,source_verified
et al.,et al.,STARTUP,Y Combinator,source_verified
Seals AI,Seals AI,STARTUP,Y Combinator,source_verified
Random Labs,Random Labs,STARTUP,Y Combinator,source_verified
Unsloth AI,Unsloth AI,STARTUP,Y Combinator,source_verified
Rescript,Rescript,STARTUP,Y Combinator,source_verified
Ficra,Ficra,STARTUP,Y Combinator,source_verified
Coval,Coval,STARTUP,Y Combinator,source_verified
Dayflow,Dayflow,STARTUP,Y Combinator,source_verified
Conductor,Conductor,STARTUP,Y Combinator,source_verified
DigitalCarbon,DigitalCarbon,STARTUP,Y Combinator,source_verified
Proxis,Proxis,STARTUP,Y Combinator,source_verified
DreamRP,DreamRP,STARTUP,Y Combinator,source_verified
Draft The Record,Draft The Record,STARTUP,Y Combinator,source_verified
Blaze,Blaze,STARTUP,Y Combinator,source_verified
PathPilot,PathPilot,STARTUP,Y Combinator,source_verified
Keet,Keet,STARTUP,Y Combinator,source_verified
Zoa Research,Zoa Research,STARTUP,Y Combinator,source_verified
Capitol AI,Capitol AI,STARTUP,Y Combinator,source_verified
Redouble AI,Redouble AI,STARTUP,Y Combinator,source_verified
Presti AI,Presti AI,STARTUP,Y Combinator,source_verified
Sensei,Sensei,STARTUP,Y Combinator,source_verified
Storia AI,Storia AI,STARTUP,Y Combinator,source_verified
Willow,Willow,STARTUP,Y Combinator,source_verified
Plume,Plume,STARTUP,Y Combinator,source_verified
Palmier,Palmier,STARTUP,Y Combinator,source_verified
Overstand Labs,Overstand Labs,STARTUP,Y Combinator,source_verified
TaxGPT,TaxGPT,STARTUP,Y Combinator,source_verified
Scape,Scape,STARTUP,Y Combinator,source_verified
Lighthouz AI,Lighthouz AI,STARTUP,Y Combinator,source_verified
Doublezero,Doublezero,STARTUP,Y Combinator,source_verified
Fuse,Fuse,STARTUP,Y Combinator,source_verified
Spur,Spur,STARTUP,Y Combinator,source_verified
Affil.ai,Affil.ai,STARTUP,Y Combinator,source_verified
Evolvere BioSciences,Evolvere BioSciences,STARTUP,Y Combinator,source_verified
Aluna,Aluna,STARTUP,Y Combinator,source_verified
Ultra,Ultra,STARTUP,Y Combinator,source_verified
"DeepSim, Inc.","DeepSim, Inc.",STARTUP,Y Combinator,source_verified
Syntra,Syntra,STARTUP,Y Combinator,source_verified
Simplex,Simplex,STARTUP,Y Combinator,source_verified
CodeViz,CodeViz,STARTUP,Y Combinator,source_verified
Silurian,Silurian,STARTUP,Y Combinator,source_verified
Modus,Modus,STARTUP,Y Combinator,source_verified
Simple AI,Simple AI,STARTUP,Y Combinator,source_verified
Decisional AI,Decisional AI,STARTUP,Y Combinator,source_verified
Planbase,Planbase,STARTUP,Y Combinator,source_verified
Orca Client,Orca Client,STARTUP,Y Combinator,source_verified
Thunder Compute,Thunder Compute,STARTUP,Y Combinator,source_verified
Stormy,Stormy,STARTUP,Y Combinator,source_verified
Ligo Biosciences,Ligo Biosciences,STARTUP,Y Combinator,source_verified
Praxos,Praxos,STARTUP,Y Combinator,source_verified
Cloudglue,Cloudglue,STARTUP,Y Combinator,source_verified
Vera Health,Vera Health,STARTUP,Y Combinator,source_verified
winfunc,winfunc,STARTUP,Y Combinator,source_verified
CreativeMode,CreativeMode,STARTUP,Y Combinator,source_verified
Dodo,Dodo,STARTUP,Y Combinator,source_verified
NetworkOcean,NetworkOcean,STARTUP,Y Combinator,source_verified
Voker,Voker,STARTUP,Y Combinator,source_verified
Sage Care,Sage Care,STARTUP,Y Combinator,source_verified
Pharos,Pharos,STARTUP,Y Combinator,source_verified
Sharpe,Sharpe,STARTUP,Y Combinator,source_verified
Zettascale,Zettascale,STARTUP,Y Combinator,source_verified
LedgerUp,LedgerUp,STARTUP,Y Combinator,source_verified
RunLocal AI,RunLocal AI,STARTUP,Y Combinator,source_verified
ProhostAI,ProhostAI,STARTUP,Y Combinator,source_verified
Overeasy,Overeasy,STARTUP,Y Combinator,source_verified
Benchify,Benchify,STARTUP,Y Combinator,source_verified
Bayesline,Bayesline,STARTUP,Y Combinator,source_verified
Propaya,Propaya,STARTUP,Y Combinator,source_verified
BrowserOS,BrowserOS,STARTUP,Y Combinator,source_verified
Haystack,Haystack,STARTUP,Y Combinator,source_verified
Tivara,Tivara,STARTUP,Y Combinator,source_verified
Usul,Usul,STARTUP,Y Combinator,source_verified
Educato,Educato,STARTUP,Y Combinator,source_verified
Clearly AI,Clearly AI,STARTUP,Y Combinator,source_verified
Dataleap,Dataleap,STARTUP,Y Combinator,source_verified
Merlin AI,Merlin AI,STARTUP,Y Combinator,source_verified
MinusX,MinusX,STARTUP,Y Combinator,source_verified
The Forecasting Company,The Forecasting Company,STARTUP,Y Combinator,source_verified
Codes Health,Codes Health,STARTUP,Y Combinator,source_verified
Opslane,Opslane,STARTUP,Y Combinator,source_verified
TradeFlow,TradeFlow,STARTUP,Y Combinator,source_verified
Stardrift,Stardrift,STARTUP,Y Combinator,source_verified
FirstWork,FirstWork,STARTUP,Y Combinator,source_verified
Overlap,Overlap,STARTUP,Y Combinator,source_verified
Soff,Soff,STARTUP,Y Combinator,source_verified
Quetzal,Quetzal,STARTUP,Y Combinator,source_verified
Drillbit,Drillbit,STARTUP,Y Combinator,source_verified
Mage Legal,Mage Legal,STARTUP,Y Combinator,source_verified
Cheers,Cheers,STARTUP,Y Combinator,source_verified
Poka Labs,Poka Labs,STARTUP,Y Combinator,source_verified
Rastro,Rastro,STARTUP,Y Combinator,source_verified
Arva AI,Arva AI,STARTUP,Y Combinator,source_verified
Mito Health,Mito Health,STARTUP,Y Combinator,source_verified
Brighterway,Brighterway,STARTUP,Y Combinator,source_verified
autarc,autarc,STARTUP,Y Combinator,source_verified
Corgi Insurance,Corgi Insurance,STARTUP,Y Combinator,source_verified
Sorcerer,Sorcerer,STARTUP,Y Combinator,source_verified
Vibe,Vibe,STARTUP,Y Combinator,source_verified
No Logo,No Logo,STARTUP,Y Combinator,source_verified
Assembly HOA,Assembly HOA,STARTUP,Y Combinator,source_verified
Dench.com,Dench.com,STARTUP,Y Combinator,source_verified
Parahelp,Parahelp,STARTUP,Y Combinator,source_verified
Ontra Mobility,Ontra Mobility,STARTUP,Y Combinator,source_verified
Anglera,Anglera,STARTUP,Y Combinator,source_verified
Polymet,Polymet,STARTUP,Y Combinator,source_verified
Parley,Parley,STARTUP,Y Combinator,source_verified
Handled,Handled,STARTUP,Y Combinator,source_verified
Ångström AI,Ångström AI,STARTUP,Y Combinator,source_verified
Lore,Lore,STARTUP,Y Combinator,source_verified
Superunit,Superunit,STARTUP,Y Combinator,source_verified
Domu Technology Inc.,Domu Technology Inc.,STARTUP,Y Combinator,source_verified
Typa,Typa,STARTUP,Y Combinator,source_verified
Starcloud,Starcloud,STARTUP,Y Combinator,source_verified
Elayne,Elayne,STARTUP,Y Combinator,source_verified
Henry,Henry,STARTUP,Y Combinator,source_verified
Undermind,Undermind,STARTUP,Y Combinator,source_verified
ZeroPath,ZeroPath,STARTUP,Y Combinator,source_verified
Conductor Quantum,Conductor Quantum,STARTUP,Y Combinator,source_verified
Elevate,Elevate,STARTUP,Y Combinator,source_verified
Anthrogen,Anthrogen,STARTUP,Y Combinator,source_verified
Oway,Oway,STARTUP,Y Combinator,source_verified
Gauge,Gauge,STARTUP,Y Combinator,source_verified
Saphira AI,Saphira AI,STARTUP,Y Combinator,source_verified
Pipeshift,Pipeshift,STARTUP,Y Combinator,source_verified
Odo,Odo,STARTUP,Y Combinator,source_verified
Cartage,Cartage,STARTUP,Y Combinator,source_verified
Maitai,Maitai,STARTUP,Y Combinator,source_verified
Kenley,Kenley,STARTUP,Y Combinator,source_verified
Mem0,Mem0,STARTUP,Y Combinator,source_verified
HeroUI,HeroUI,STARTUP,Y Combinator,source_verified
Fazeshift,Fazeshift,STARTUP,Y Combinator,source_verified
Entangl,Entangl,STARTUP,Y Combinator,source_verified
Manaflow,Manaflow,STARTUP,Y Combinator,source_verified
Panora,Panora,STARTUP,Y Combinator,source_verified
Understood Care,Understood Care,STARTUP,Y Combinator,source_verified
Unbound,Unbound,STARTUP,Y Combinator,source_verified
Wordware,Wordware,STARTUP,Y Combinator,source_verified
Tower,Tower,STARTUP,Y Combinator,source_verified
Anara,Anara,STARTUP,Y Combinator,source_verified
Distro,Distro,STARTUP,Y Combinator,source_verified
Hippo Scribe,Hippo Scribe,STARTUP,Y Combinator,source_verified
PandasAI,PandasAI,STARTUP,Y Combinator,source_verified
Mathos,Mathos,STARTUP,Y Combinator,source_verified
Happenstance,Happenstance,STARTUP,Y Combinator,source_verified
Panelytic,Panelytic,STARTUP,Y Combinator,source_verified
ProSights,ProSights,STARTUP,Y Combinator,source_verified
Centauri AI,Centauri AI,STARTUP,Y Combinator,source_verified
Respan,Respan,STARTUP,Y Combinator,source_verified
Aqua Voice,Aqua Voice,STARTUP,Y Combinator,source_verified
OpenFoundry,OpenFoundry,STARTUP,Y Combinator,source_verified
Raindrop,Raindrop,STARTUP,Y Combinator,source_verified
Pretzel AI,Pretzel AI,STARTUP,Y Combinator,source_verified
Eggnog,Eggnog,STARTUP,Y Combinator,source_verified
Solari AI,Solari AI,STARTUP,Y Combinator,source_verified
EdgeTrace,EdgeTrace,STARTUP,Y Combinator,source_verified
Forge Rewards,Forge Rewards,STARTUP,Y Combinator,source_verified
CommodityAI,CommodityAI,STARTUP,Y Combinator,source_verified
Clarum,Clarum,STARTUP,Y Combinator,source_verified
Saga AI,Saga AI,STARTUP,Y Combinator,source_verified
Kite,Kite,STARTUP,Y Combinator,source_verified
Event Horizon Labs,Event Horizon Labs,STARTUP,Y Combinator,source_verified
Breez Labs,Breez Labs,STARTUP,Y Combinator,source_verified
Copper Health,Copper Health,STARTUP,Y Combinator,source_verified
ego,ego,STARTUP,Y Combinator,source_verified
Guide Labs,Guide Labs,STARTUP,Y Combinator,source_verified
Marr Labs,Marr Labs,STARTUP,Y Combinator,source_verified
Zep AI,Zep AI,STARTUP,Y Combinator,source_verified
Deepnight,Deepnight,STARTUP,Y Combinator,source_verified
OffDeal,OffDeal,STARTUP,Y Combinator,source_verified
Clarion,Clarion,STARTUP,Y Combinator,source_verified
Vibrant Labs,Vibrant Labs,STARTUP,Y Combinator,source_verified
Pivot Robotics,Pivot Robotics,STARTUP,Y Combinator,source_verified
Feldy,Feldy,STARTUP,Y Combinator,source_verified
Focal,Focal,STARTUP,Y Combinator,source_verified
LemonSlice,LemonSlice,STARTUP,Y Combinator,source_verified
Yondu,Yondu,STARTUP,Y Combinator,source_verified
Pazi,Pazi,STARTUP,Y Combinator,source_verified
Trellis AI,Trellis AI,STARTUP,Y Combinator,source_verified
Risotto,Risotto,STARTUP,Y Combinator,source_verified
Integuru,Integuru,STARTUP,Y Combinator,source_verified
Piramidal,Piramidal,STARTUP,Y Combinator,source_verified
Meticulate,Meticulate,STARTUP,Y Combinator,source_verified
Downlink,Downlink,STARTUP,Y Combinator,source_verified
Decipher AI,Decipher AI,STARTUP,Y Combinator,source_verified
Veles,Veles,STARTUP,Y Combinator,source_verified
Agentic Labs,Agentic Labs,STARTUP,Y Combinator,source_verified
Navier AI,Navier AI,STARTUP,Y Combinator,source_verified
Ecliptor,Ecliptor,STARTUP,Y Combinator,source_verified
Yarn,Yarn,STARTUP,Y Combinator,source_verified
Kabilah,Kabilah,STARTUP,Y Combinator,source_verified
Arini,Arini,STARTUP,Y Combinator,source_verified
nCompass Technologies,nCompass Technologies,STARTUP,Y Combinator,source_verified
Spark,Spark,STARTUP,Y Combinator,source_verified
Whip,Whip,STARTUP,Y Combinator,source_verified
Parallel,Parallel,STARTUP,Y Combinator,source_verified
Conduit,Conduit,STARTUP,Y Combinator,source_verified
Scritch,Scritch,STARTUP,Y Combinator,source_verified
Andy AI,Andy AI,STARTUP,Y Combinator,source_verified
Brainbase Labs,Brainbase Labs,STARTUP,Y Combinator,source_verified
Soundry AI,Soundry AI,STARTUP,Y Combinator,source_verified
Cora,Cora,STARTUP,Y Combinator,source_verified
Firebender,Firebender,STARTUP,Y Combinator,source_verified
Manifold Freight,Manifold Freight,STARTUP,Y Combinator,source_verified
Diligent,Diligent,STARTUP,Y Combinator,source_verified
Tuesday Labs,Tuesday Labs,STARTUP,Y Combinator,source_verified
Alai,Alai,STARTUP,Y Combinator,source_verified
Basalt,Basalt,STARTUP,Y Combinator,source_verified
Attunement,Attunement,STARTUP,Y Combinator,source_verified
Reform,Reform,STARTUP,Y Combinator,source_verified
Diana,Diana,STARTUP,Y Combinator,source_verified
Sonia,Sonia,STARTUP,Y Combinator,source_verified
kater.ai,kater.ai,STARTUP,Y Combinator,source_verified
Ellipsis,Ellipsis,STARTUP,Y Combinator,source_verified
Tekton Dynamics,Tekton Dynamics,STARTUP,Y Combinator,source_verified
Ocular AI,Ocular AI,STARTUP,Y Combinator,source_verified
GetCrux,GetCrux,STARTUP,Y Combinator,source_verified
BetterBasket,BetterBasket,STARTUP,Y Combinator,source_verified
Dragoneye,Dragoneye,STARTUP,Y Combinator,source_verified
Latted,Latted,STARTUP,Y Combinator,source_verified
Nuanced,Nuanced,STARTUP,Y Combinator,source_verified
Punchcard,Punchcard,STARTUP,Y Combinator,source_verified
Shepherd,Shepherd,STARTUP,Y Combinator,source_verified
Forge,Forge,STARTUP,Y Combinator,source_verified
AveryIQ,AveryIQ,STARTUP,Y Combinator,source_verified
Hazel,Hazel,STARTUP,Y Combinator,source_verified
RetailReady,RetailReady,STARTUP,Y Combinator,source_verified
Fluently,Fluently,STARTUP,Y Combinator,source_verified
Marblism,Marblism,STARTUP,Y Combinator,source_verified
PointOne,PointOne,STARTUP,Y Combinator,source_verified
InspectMind AI,InspectMind AI,STARTUP,Y Combinator,source_verified
JustAI,JustAI,STARTUP,Y Combinator,source_verified
Openmart,Openmart,STARTUP,Y Combinator,source_verified
InQuery,InQuery,STARTUP,Y Combinator,source_verified
